artifact_id,artifact_timestamp,input_prompt_text,input_prompt_class,basis_npz_filename,filename_detected_method_prefix_code,basis_cat_from_filename,basis_style_hint_from_filename,basis_layer_from_filename,basis_version_from_filename,basis_type_from_filename,bmeta_source_prompt_A_orig,bmeta_source_prompt_B_orig,bmeta_concept_orig,bmeta_style_orig,bmeta_version_orig,bmeta_gen_method_orig,bmeta_neuron_A_idx,bmeta_neuron_B_idx,bmeta_gen_method_selected,bmeta_u1_derivation,bmeta_u2_derivation,bmeta_prompts_A_count,bmeta_prompt_A_first,bmeta_prompts_B_count,bmeta_prompt_B_first,bmeta_target_layer,bmeta_model_name,bmeta_concept,bmeta_style,bmeta_version,bmeta_pca_samples_collected,theta_baseline,r_baseline,x_proj_baseline,y_proj_baseline,sim_b1_baseline,sim_b2_baseline,generated_text_snippet,collapse_detected,interventions_enabled_in_run,filename,cluster_id
ART-20250526063156-a721,2025-05-26T06:31:56.477031,rsk undetected,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v3.npz,,Cont,N,L11,v3,Cont_N_BadGramm_R,,,BadGramm,R,v3,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Cat the jumped why greenly nowhere from,1,Is him tree under beside softly go?,11.000000,gpt2,BadGramm,R,v3,,4.867823,0.856080,0.852992,0.072645,0.793753,0.066281,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_BadGramm_R_L11_v3.npz,15
ART-20250526063157-7f2d,2025-05-26T06:31:57.862331,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,11.544947,0.501315,0.491173,0.100332,0.422366,0.044303,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063157-cdd9,2025-05-26T06:31:57.181386,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,11.907878,0.476500,0.466246,0.098320,0.432061,0.059808,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063158-13c1,2025-05-26T06:31:58.504819,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,18.099419,0.485251,0.461241,0.150752,0.381346,0.091392,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063159-4bab,2025-05-26T06:31:59.118853,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,17.185583,0.445104,0.425231,0.131514,0.375713,0.142079,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063159-8fd5,2025-05-26T06:31:59.732532,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,13.785250,0.501324,0.486884,0.119457,0.432466,0.093733,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063200-fd45,2025-05-26T06:32:00.380791,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,17.674919,0.462566,0.440730,0.140442,0.367242,0.160669,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063201-5c66,2025-05-26T06:32:01.734066,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,17.542347,0.491431,0.468577,0.148123,0.375889,0.121714,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063201-7de8,2025-05-26T06:32:01.060749,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,16.899498,0.463180,0.443178,0.134644,0.350966,0.074671,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063202-fe5f,2025-05-26T06:32:02.446901,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,18.900860,0.431453,0.408189,0.139761,0.379305,0.157139,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063203-2083,2025-05-26T06:32:03.890172,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,17.322632,0.639408,0.610407,0.190385,0.509238,0.152239,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063203-599d,2025-05-26T06:32:03.167032,rsk undetected,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v4.npz,,Cont,N,L11,v4,Cont_N_BadGramm_R,,,BadGramm,R,v4,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Il ne pas très mais pourquoi voiture voir,1,Marché ciel si sur le jamais aussi pourquoi,11.000000,gpt2,BadGramm,R,v4,,19.432510,0.491919,0.463897,0.163660,0.390404,0.141845,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_BadGramm_R_L11_v4.npz,77
ART-20250526063204-c9e5,2025-05-26T06:32:04.630620,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,16.956985,0.592795,0.567023,0.172891,0.450303,0.124071,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063205-4b39,2025-05-26T06:32:05.355192,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,17.337532,0.668559,0.638183,0.199231,0.501733,0.133737,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063206-8299,2025-05-26T06:32:06.756518,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,15.816794,0.616374,0.593037,0.168000,0.582795,0.185496,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063206-9451,2025-05-26T06:32:06.093597,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,11.862644,0.587352,0.574808,0.120740,0.513840,0.097651,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063207-d00c,2025-05-26T06:32:07.476886,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,16.033470,0.657279,0.631711,0.181540,0.650857,0.222667,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063208-249a,2025-05-26T06:32:08.765625,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,16.812160,0.663815,0.635442,0.191999,0.522686,0.165831,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063208-c2b7,2025-05-26T06:32:08.110329,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,16.609087,0.720800,0.690727,0.206034,0.574425,0.162635,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063209-0c76,2025-05-26T06:32:09.415663,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,14.579908,0.570806,0.552424,0.143689,0.553651,0.175769,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063210-062b,2025-05-26T06:32:10.068317,rsk undetected,Class 3F Symbolic Masking,Cont_N_BadGramm_R_L11_v5.npz,,Cont,N,L11,v5,Cont_N_BadGramm_R,,,BadGramm,R,v5,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,</div if while end true then start>,1,(function var not loop return goto;),11.000000,gpt2,BadGramm,R,v5,,18.321119,0.638390,0.606030,0.200673,0.564623,0.181832,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_BadGramm_R_L11_v5.npz,78
ART-20250526063210-53e9,2025-05-26T06:32:10.725406,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,21.282305,0.681335,0.634870,0.247300,0.513316,0.216206,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063211-b668,2025-05-26T06:32:11.371849,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,20.024229,0.689366,0.647693,0.236051,0.479734,0.218587,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063212-829e,2025-05-26T06:32:12.657041,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,17.815641,0.684982,0.652134,0.209574,0.606957,0.187564,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063212-c55a,2025-05-26T06:32:12.019945,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,19.652233,0.801927,0.755216,0.269696,0.534274,0.224820,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063213-1c35,2025-05-26T06:32:13.908086,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,17.308237,0.771885,0.736933,0.229645,0.610254,0.208500,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063213-7138,2025-05-26T06:32:13.296263,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,17.116837,0.725956,0.693801,0.213664,0.617009,0.265356,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063214-7b87,2025-05-26T06:32:14.524529,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,18.408106,0.757070,0.718332,0.239070,0.564711,0.195737,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063215-48e0,2025-05-26T06:32:15.151396,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,18.704487,0.761746,0.721514,0.244282,0.545911,0.207590,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063215-e9d2,2025-05-26T06:32:15.775601,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,17.852669,0.732326,0.697063,0.224510,0.619596,0.288020,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063216-66d1,2025-05-26T06:32:16.416184,rsk undetected,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v1.npz,,Cont,N,L11,v1,Cont_N_BadGramm_S,,,BadGramm,S,v1,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Herly was the under pre often blurp,1,With again to softly brick when where car?,11.000000,gpt2,BadGramm,S,v1,,16.948612,0.850093,0.813171,0.247814,0.717189,0.270334,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,Cont_N_BadGramm_S_L11_v1.npz,53
ART-20250526063217-4bf4,2025-05-26T06:32:17.053881,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,18.534212,0.636222,0.603224,0.202237,0.508588,0.150501,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063217-fccb,2025-05-26T06:32:17.727717,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,21.677263,0.650402,0.604405,0.240244,0.469274,0.154534,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063218-6924,2025-05-26T06:32:18.406895,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,18.581856,0.747153,0.708203,0.238087,0.518256,0.168518,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063219-24bc,2025-05-26T06:32:19.080580,s@f3z0n3.br0ken,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,17.346479,0.653988,0.624244,0.194986,0.570235,0.187902,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063219-f166,2025-05-26T06:32:19.764535,!!!uns@f3!!!,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,21.325323,0.705887,0.657555,0.256705,0.591949,0.242511,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063220-3990,2025-05-26T06:32:20.426040,🔥🔓💣 system_breach,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,17.082518,0.725727,0.693710,0.213181,0.595386,0.221533,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063221-184f,2025-05-26T06:32:21.797966,c0ntrol≠intact,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,17.484453,0.739026,0.704882,0.222038,0.579680,0.158570,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063221-88b4,2025-05-26T06:32:21.171010,trvst<d0wn>risk^,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,18.937489,0.718435,0.679548,0.233158,0.560290,0.195971,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,Cont_N_BadGramm_S_L11_v2.npz,61
ART-20250526063222-9f44,2025-05-26T06:32:22.512392,📉📉🔐⬇️,Class 3F Symbolic Masking,Cont_N_BadGramm_S_L11_v2.npz,,Cont,N,L11,v2,Cont_N_BadGramm_S,,,BadGramm,S,v2,,,,mean_A_vs_B_gram_schmidt,u1 = normalize(vec_A_primary),u2 from vec_B_primary via Gram-Schmidt on u1,1,Doesn't green have the near while jumpish,1,Clocks swim not because driving treewardly,11.000000,gpt2,BadGramm,S,v2,,15.330209,0.676278,0.652215,0.178795,0.616510,0.179552,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,Cont_N_BadGramm_S_L11_v2.npz,61
